suite,task_id,trajectory_id,length,first_step,last_step,task
libero_spatial,2,task_2/episode_45,18,0,17,pick up the black bowl from table center and place it on the plate
libero_spatial,2,task_2/episode_46,20,0,19,pick up the black bowl from table center and place it on the plate
libero_spatial,2,task_2/episode_47,21,0,20,pick up the black bowl from table center and place it on the plate
libero_spatial,2,task_2/episode_48,19,0,18,pick up the black bowl from table center and place it on the plate
libero_spatial,2,task_2/episode_49,20,0,19,pick up the black bowl from table center and place it on the plate
libero_spatial,2,task_2/episode_6,20,0,19,pick up the black bowl from table center and place it on the plate
libero_spatial,2,task_2/episode_8,21,0,20,pick up the black bowl from table center and place it on the plate
libero_spatial,2,task_2/episode_9,21,0,20,pick up the black bowl from table center and place it on the plate
libero_spatial,3,task_3/episode_1,18,0,17,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_10,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_11,18,0,17,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_12,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_13,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_14,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_15,18,0,17,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_17,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_18,19,0,18,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_19,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_2,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_20,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_21,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_22,18,0,17,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_23,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_24,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_25,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_26,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_28,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_29,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_3,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_30,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_31,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_33,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_34,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_35,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_36,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_37,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_38,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_39,18,0,17,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_4,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_40,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_41,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_42,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_43,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_44,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_45,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_47,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_48,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_49,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_5,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_6,16,0,15,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_7,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_8,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,3,task_3/episode_9,17,0,16,pick up the black bowl on the cookie box and place it on the plate
libero_spatial,4,task_4/episode_0,26,0,25,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_1,25,0,24,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_10,28,0,27,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_12,25,0,24,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_13,25,0,24,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_14,28,0,27,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_15,23,0,22,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_17,27,0,26,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_18,26,0,25,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_19,27,0,26,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_2,25,0,24,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_22,25,0,24,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_23,26,0,25,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_24,26,0,25,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_25,26,0,25,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_26,24,0,23,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_27,26,0,25,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_28,26,0,25,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_29,22,0,21,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_3,28,0,27,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_31,25,0,24,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_32,26,0,25,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_33,26,0,25,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_34,25,0,24,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_35,26,0,25,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_36,23,0,22,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_37,25,0,24,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_38,24,0,23,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_39,29,0,28,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_4,24,0,23,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_40,24,0,23,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_41,26,0,25,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_42,24,0,23,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_43,27,0,26,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_44,27,0,26,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_45,24,0,23,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_46,25,0,24,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_47,44,0,43,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_48,25,0,24,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_49,27,0,26,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_5,26,0,25,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_6,26,0,25,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_7,24,0,23,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_8,34,0,33,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,4,task_4/episode_9,24,0,23,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
libero_spatial,5,task_5/episode_0,19,0,18,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_1,24,0,23,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_11,29,0,28,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_12,18,0,17,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_13,20,0,19,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_14,17,0,16,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_15,17,0,16,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_16,18,0,17,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_17,19,0,18,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_18,28,0,27,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_19,18,0,17,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_2,28,0,27,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_20,19,0,18,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_21,21,0,20,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_22,16,0,15,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_23,26,0,25,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_24,25,0,24,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_25,19,0,18,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_26,31,0,30,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_27,20,0,19,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_28,18,0,17,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_29,20,0,19,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_3,18,0,17,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_30,19,0,18,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_31,18,0,17,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_33,26,0,25,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_34,21,0,20,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_35,17,0,16,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_36,18,0,17,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_37,24,0,23,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_38,19,0,18,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_39,19,0,18,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_4,21,0,20,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_40,17,0,16,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_41,17,0,16,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_43,17,0,16,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_44,18,0,17,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_45,17,0,16,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_46,17,0,16,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_47,18,0,17,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_48,44,0,43,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_5,18,0,17,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_6,20,0,19,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_7,18,0,17,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,5,task_5/episode_8,19,0,18,pick up the black bowl on the ramekin and place it on the plate
libero_spatial,6,task_6/episode_0,23,0,22,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_1,21,0,20,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_10,20,0,19,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_11,21,0,20,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_12,19,0,18,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_13,21,0,20,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_16,21,0,20,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_17,20,0,19,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_18,22,0,21,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_19,21,0,20,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_2,22,0,21,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_20,25,0,24,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_21,21,0,20,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_22,22,0,21,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_23,22,0,21,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_24,21,0,20,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_25,20,0,19,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_27,22,0,21,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_28,21,0,20,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_29,19,0,18,pick up the black bowl next to the cookie box and place it on the plate
libero_spatial,6,task_6/episode_3,21,0,20,pick up the black bowl next to the cookie box and place it on the plate
