label,removed_id,retained_id,task,score,remaining_removed,remaining_retained,same_trajectory,action_rmse,state_l2
cross_0.987,episode_0007_20260410_011103_871596:3,episode_0005_20260410_011022_801344:3,pick up the black bowl next to the ramekin and place it on the plate,0.9874069690704346,20,19,False,0.04295695573091507,0.06091252341866493
cross_0.987,episode_0045_20260410_012503_265735:2,episode_0049_20260410_012633_991054:2,pick up the black bowl on the wooden cabinet and place it on the plate,0.9874354600906372,20,18,False,0.10423605144023895,0.05418877303600311
cross_0.987,episode_0007_20260410_011103_871596:2,episode_0005_20260410_011022_801344:2,pick up the black bowl next to the ramekin and place it on the plate,0.9877901673316956,21,20,False,0.04883939400315285,0.04400976002216339
cross_0.987,episode_0045_20260410_012503_265735:1,episode_0049_20260410_012633_991054:1,pick up the black bowl on the wooden cabinet and place it on the plate,0.9875351786613464,21,19,False,0.130605548620224,0.03088293969631195
cross_0.987,episode_0007_20260410_011103_871596:1,episode_0005_20260410_011022_801344:1,pick up the black bowl next to the ramekin and place it on the plate,0.9878698587417603,22,21,False,0.061039842665195465,0.03520097956061363
cross_0.987,episode_0007_20260410_011103_871596:0,episode_0005_20260410_011022_801344:0,pick up the black bowl next to the ramekin and place it on the plate,0.9883605241775513,23,22,False,0.07860073447227478,0.010996579192578793
cross_0.987,episode_0031_20260410_011933_301436:0,episode_0034_20260410_012039_100030:0,pick up the black bowl next to the cookie box and place it on the plate,0.9870994091033936,23,19,False,0.20636658370494843,0.03837638348340988
cross_0.987,episode_0039_20260410_012242_511766:3,episode_0038_20260410_012213_950266:4,pick up the black bowl on the stove and place it on the plate,0.9870521426200867,23,21,False,0.09648453444242477,0.06755447387695312
cross_0.987,episode_0024_20260410_011654_131430:1,episode_0020_20260410_011517_357608:1,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,0.9878838062286377,24,22,False,0.09692445397377014,0.0377018079161644
cross_0.987,episode_0024_20260410_011654_131430:0,episode_0020_20260410_011517_357608:0,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,0.9875376224517822,25,23,False,0.12042488157749176,0.012629324570298195
cross_0.985,episode_0014_20260410_011325_518817:17,episode_0013_20260410_011306_565253:18,pick up the black bowl from table center and place it on the plate,0.9850200414657593,1,0,False,0.11387702077627182,0.10127323865890503
cross_0.985,episode_0007_20260410_011103_871596:22,episode_0005_20260410_011022_801344:22,pick up the black bowl next to the ramekin and place it on the plate,0.986178994178772,1,0,False,0.20022955536842346,0.10951168835163116
cross_0.985,episode_0014_20260410_011325_518817:16,episode_0013_20260410_011306_565253:17,pick up the black bowl from table center and place it on the plate,0.985929012298584,2,1,False,0.15704722702503204,0.0822293609380722
cross_0.985,episode_0007_20260410_011103_871596:21,episode_0005_20260410_011022_801344:21,pick up the black bowl next to the ramekin and place it on the plate,0.9862197041511536,2,1,False,0.06853049248456955,0.10710369795560837
cross_0.985,episode_0014_20260410_011325_518817:15,episode_0013_20260410_011306_565253:16,pick up the black bowl from table center and place it on the plate,0.9850418567657471,3,2,False,0.1375342607498169,0.10935642570257187
cross_0.985,episode_0007_20260410_011103_871596:20,episode_0005_20260410_011022_801344:20,pick up the black bowl next to the ramekin and place it on the plate,0.9862470030784607,3,2,False,0.08803416043519974,0.10815548896789551
cross_0.985,episode_0007_20260410_011103_871596:19,episode_0005_20260410_011022_801344:19,pick up the black bowl next to the ramekin and place it on the plate,0.9862180352210999,4,3,False,0.05467960238456726,0.10730364173650742
cross_0.985,episode_0014_20260410_011325_518817:13,episode_0013_20260410_011306_565253:14,pick up the black bowl from table center and place it on the plate,0.9855070114135742,5,4,False,0.08064637333154678,0.08870698511600494
cross_0.985,episode_0007_20260410_011103_871596:18,episode_0005_20260410_011022_801344:18,pick up the black bowl next to the ramekin and place it on the plate,0.9858382940292358,5,4,False,0.1420181691646576,0.11940409988164902
cross_0.985,episode_0014_20260410_011325_518817:12,episode_0013_20260410_011306_565253:13,pick up the black bowl from table center and place it on the plate,0.9853088855743408,6,5,False,0.13353252410888672,0.07576247304677963
cross_0.985,episode_0007_20260410_011103_871596:17,episode_0005_20260410_011022_801344:17,pick up the black bowl next to the ramekin and place it on the plate,0.985446572303772,6,5,False,0.06219255551695824,0.13481570780277252
cross_0.985,episode_0041_20260410_012346_185785:12,episode_0042_20260410_012403_121411:11,pick up the black bowl next to the plate and place it on the plate,0.9857689142227173,6,5,False,0.11114499717950821,0.10102032124996185
cross_0.985,episode_0045_20260410_012503_265735:16,episode_0049_20260410_012633_991054:16,pick up the black bowl on the wooden cabinet and place it on the plate,0.9851338863372803,6,4,False,0.14822833240032196,0.13305698335170746
cross_0.985,episode_0014_20260410_011325_518817:11,episode_0013_20260410_011306_565253:12,pick up the black bowl from table center and place it on the plate,0.9855399131774902,7,6,False,0.0509023480117321,0.08348539471626282
cross_0.985,episode_0007_20260410_011103_871596:16,episode_0005_20260410_011022_801344:16,pick up the black bowl next to the ramekin and place it on the plate,0.9851312637329102,7,6,False,0.07432229071855545,0.1437450647354126
cross_0.985,episode_0024_20260410_011654_131430:18,episode_0020_20260410_011517_357608:17,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,0.9851263761520386,7,6,False,0.17738695442676544,0.144275963306427
cross_0.985,episode_0045_20260410_012503_265735:15,episode_0049_20260410_012633_991054:15,pick up the black bowl on the wooden cabinet and place it on the plate,0.9853811860084534,7,5,False,0.14167730510234833,0.12273768335580826
cross_0.985,episode_0010_20260410_011209_792025:12,episode_0011_20260410_011228_856135:12,pick up the black bowl from table center and place it on the plate,0.9859731197357178,8,7,False,0.22709672152996063,0.09359068423509598
cross_0.985,episode_0007_20260410_011103_871596:15,episode_0009_20260410_011147_027725:15,pick up the black bowl next to the ramekin and place it on the plate,0.9851168394088745,8,6,False,0.2590312957763672,0.13631102442741394
cross_0.985,episode_0024_20260410_011654_131430:17,episode_0020_20260410_011517_357608:16,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,0.9852373003959656,8,7,False,0.07003682851791382,0.13599789142608643
cross_0.985,episode_0045_20260410_012503_265735:14,episode_0049_20260410_012633_991054:14,pick up the black bowl on the wooden cabinet and place it on the plate,0.9851886034011841,8,6,False,0.03380265086889267,0.12549999356269836
cross_0.985,episode_0000_20260410_013433_002633:6,episode_0002_20260410_010929_991358:8,pick up the black bowl between the plate and the ramekin and place it on the plate,0.9865154027938843,9,8,False,0.18760105967521667,0.05654064565896988
cross_0.985,episode_0018_20260410_011434_257190:7,episode_0015_20260410_011344_869409:8,pick up the black bowl on the cookie box and place it on the plate,0.9853821992874146,9,8,False,0.6434708833694458,0.11772889643907547
cross_0.985,episode_0019_20260410_011451_488353:7,episode_0015_20260410_011344_869409:8,pick up the black bowl on the cookie box and place it on the plate,0.9856268167495728,9,8,False,0.6552743315696716,0.10181627422571182
cross_0.985,episode_0024_20260410_011654_131430:16,episode_0020_20260410_011517_357608:15,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,0.9852622747421265,9,8,False,0.043544817715883255,0.14120270311832428
cross_0.985,episode_0000_20260410_013433_002633:5,episode_0002_20260410_010929_991358:7,pick up the black bowl between the plate and the ramekin and place it on the plate,0.9859717488288879,10,9,False,0.23348259925842285,0.09609396755695343
cross_0.985,episode_0001_20260410_010833_643988:6,episode_0002_20260410_010929_991358:7,pick up the black bowl between the plate and the ramekin and place it on the plate,0.9866395592689514,10,9,False,0.24051734805107117,0.07768484205007553
cross_0.985,episode_0001_20260410_010833_643988:5,episode_0002_20260410_010929_991358:6,pick up the black bowl between the plate and the ramekin and place it on the plate,0.9861936569213867,11,10,False,0.21357819437980652,0.09881193935871124
cross_0.985,episode_0026_20260410_011732_851293:7,episode_0029_20260410_011847_472194:7,pick up the black bowl on the ramekin and place it on the plate,0.9857861995697021,11,10,False,0.032700616866350174,0.12064685672521591
cross_0.985,episode_0026_20260410_011732_851293:6,episode_0029_20260410_011847_472194:6,pick up the black bowl on the ramekin and place it on the plate,0.9862781763076782,12,11,False,0.07434217631816864,0.10177671164274216
cross_0.985,episode_0011_20260410_011228_856135:6,episode_0010_20260410_011209_792025:8,pick up the black bowl from table center and place it on the plate,0.9856966733932495,13,12,False,0.2713101804256439,0.11230487376451492
cross_0.985,episode_0007_20260410_011103_871596:10,episode_0005_20260410_011022_801344:10,pick up the black bowl next to the ramekin and place it on the plate,0.9860119819641113,13,12,False,0.19128169119358063,0.10731279850006104
cross_0.985,episode_0026_20260410_011732_851293:5,episode_0029_20260410_011847_472194:5,pick up the black bowl on the ramekin and place it on the plate,0.9863501787185669,13,12,False,0.11888261884450912,0.10341107845306396
cross_0.985,episode_0031_20260410_011933_301436:10,episode_0032_20260410_011958_314386:14,pick up the black bowl next to the cookie box and place it on the plate,0.9856915473937988,13,10,False,0.15893971920013428,0.07053596526384354
cross_0.985,episode_0007_20260410_011103_871596:9,episode_0005_20260410_011022_801344:9,pick up the black bowl next to the ramekin and place it on the plate,0.9869552850723267,14,13,False,0.26117143034935,0.07514368742704391
cross_0.985,episode_0026_20260410_011732_851293:4,episode_0029_20260410_011847_472194:4,pick up the black bowl on the ramekin and place it on the plate,0.9865946769714355,14,13,False,0.14976799488067627,0.09502722322940826
cross_0.985,episode_0039_20260410_012242_511766:12,episode_0038_20260410_012213_950266:12,pick up the black bowl on the stove and place it on the plate,0.9866802096366882,14,13,False,0.13240475952625275,0.06653665006160736
cross_0.985,episode_0000_20260410_013433_002633:0,episode_0004_20260410_011001_080633:0,pick up the black bowl between the plate and the ramekin and place it on the plate,0.9853839874267578,15,13,False,0.25209689140319824,0.02828207053244114
cross_0.985,episode_0007_20260410_011103_871596:8,episode_0005_20260410_011022_801344:8,pick up the black bowl next to the ramekin and place it on the plate,0.9871136546134949,15,14,False,0.05639604479074478,0.07189090549945831
cross_0.985,episode_0025_20260410_011714_535001:3,episode_0029_20260410_011847_472194:3,pick up the black bowl on the ramekin and place it on the plate,0.9860686659812927,15,14,False,0.23248222470283508,0.09924502670764923
cross_0.985,episode_0026_20260410_011732_851293:3,episode_0029_20260410_011847_472194:3,pick up the black bowl on the ramekin and place it on the plate,0.9872201681137085,15,14,False,0.10140345245599747,0.06714490056037903
cross_0.985,episode_0031_20260410_011933_301436:8,episode_0032_20260410_011958_314386:10,pick up the black bowl next to the cookie box and place it on the plate,0.9869498014450073,15,14,False,0.22212478518486023,0.06252573430538177
cross_0.985,episode_0039_20260410_012242_511766:11,episode_0038_20260410_012213_950266:12,pick up the black bowl on the stove and place it on the plate,0.985967755317688,15,13,False,0.29409414529800415,0.08216063678264618
cross_0.985,episode_0045_20260410_012503_265735:7,episode_0049_20260410_012633_991054:7,pick up the black bowl on the wooden cabinet and place it on the plate,0.9850770235061646,15,13,False,0.4319345951080322,0.0968065857887268
cross_0.985,episode_0015_20260410_011344_869409:0,episode_0019_20260410_011451_488353:1,pick up the black bowl on the cookie box and place it on the plate,0.9856758117675781,16,15,False,0.37042537331581116,0.06811712682247162
cross_0.985,episode_0019_20260410_011451_488353:0,episode_0015_20260410_011344_869409:1,pick up the black bowl on the cookie box and place it on the plate,0.9851670265197754,16,15,False,0.3017479479312897,0.07879331707954407
cross_0.985,episode_0002_20260410_010929_991358:0,episode_0001_20260410_010833_643988:1,pick up the black bowl between the plate and the ramekin and place it on the plate,0.9864916801452637,16,15,False,0.34806206822395325,0.06663206964731216
cross_0.985,episode_0001_20260410_010833_643988:0,episode_0002_20260410_010929_991358:1,pick up the black bowl between the plate and the ramekin and place it on the plate,0.988018274307251,16,15,False,0.2588611841201782,0.028129668906331062
cross_0.985,episode_0007_20260410_011103_871596:7,episode_0005_20260410_011022_801344:7,pick up the black bowl next to the ramekin and place it on the plate,0.9869242906570435,16,15,False,0.07950523495674133,0.07122477144002914
cross_0.985,episode_0025_20260410_011714_535001:2,episode_0029_20260410_011847_472194:2,pick up the black bowl on the ramekin and place it on the plate,0.986095666885376,16,15,False,0.21519048511981964,0.08340714126825333
cross_0.985,episode_0026_20260410_011732_851293:2,episode_0029_20260410_011847_472194:2,pick up the black bowl on the ramekin and place it on the plate,0.9873932003974915,16,15,False,0.0968448743224144,0.059983059763908386
cross_0.985,episode_0031_20260410_011933_301436:7,episode_0030_20260410_011910_031319:7,pick up the black bowl next to the cookie box and place it on the plate,0.9862054586410522,16,13,False,0.06978672742843628,0.08100142329931259
cross_0.985,episode_0039_20260410_012242_511766:10,episode_0038_20260410_012213_950266:10,pick up the black bowl on the stove and place it on the plate,0.9853957295417786,16,15,False,0.041346244513988495,0.12414056062698364
cross_0.985,episode_0045_20260410_012503_265735:6,episode_0049_20260410_012633_991054:6,pick up the black bowl on the wooden cabinet and place it on the plate,0.9869396686553955,16,14,False,0.1456976681947708,0.07199711352586746
cross_0.985,episode_0047_20260410_012550_633036:7,episode_0048_20260410_012613_367191:8,pick up the black bowl on the wooden cabinet and place it on the plate,0.9855854511260986,16,14,False,0.3705398142337799,0.10422131419181824
cross_0.985,episode_0012_20260410_011247_049104:1,episode_0014_20260410_011325_518817:2,pick up the black bowl from table center and place it on the plate,0.9852403402328491,17,16,False,0.15175122022628784,0.08881445974111557
cross_0.985,episode_0010_20260410_011209_792025:3,episode_0011_20260410_011228_856135:3,pick up the black bowl from table center and place it on the plate,0.9850223064422607,17,16,False,0.1700332760810852,0.10763418674468994
cross_0.985,episode_0007_20260410_011103_871596:6,episode_0005_20260410_011022_801344:6,pick up the black bowl next to the ramekin and place it on the plate,0.9864310026168823,17,16,False,0.08819156885147095,0.08855099231004715
cross_0.985,episode_0025_20260410_011714_535001:1,episode_0029_20260410_011847_472194:1,pick up the black bowl on the ramekin and place it on the plate,0.9863721132278442,17,16,False,0.08498077839612961,0.05642759054899216
cross_0.985,episode_0028_20260410_011829_055003:1,episode_0027_20260410_013453_070393:1,pick up the black bowl on the ramekin and place it on the plate,0.9862675070762634,17,16,False,0.396015465259552,0.04709795117378235
cross_0.985,episode_0026_20260410_011732_851293:1,episode_0029_20260410_011847_472194:1,pick up the black bowl on the ramekin and place it on the plate,0.9876022338867188,17,16,False,0.05323990806937218,0.04562601074576378
cross_0.985,episode_0031_20260410_011933_301436:6,episode_0030_20260410_011910_031319:6,pick up the black bowl next to the cookie box and place it on the plate,0.9860810041427612,17,14,False,0.13825500011444092,0.09480152279138565
cross_0.985,episode_0032_20260410_011958_314386:7,episode_0030_20260410_011910_031319:7,pick up the black bowl next to the cookie box and place it on the plate,0.9855465292930603,17,13,False,0.10977592319250107,0.09185943752527237
cross_0.985,episode_0045_20260410_012503_265735:5,episode_0049_20260410_012633_991054:5,pick up the black bowl on the wooden cabinet and place it on the plate,0.9866751432418823,17,15,False,0.1019650548696518,0.07701815664768219
cross_0.985,episode_0012_20260410_011247_049104:0,episode_0014_20260410_011325_518817:1,pick up the black bowl from table center and place it on the plate,0.9865772724151611,18,17,False,0.2121865302324295,0.03578004986047745
cross_0.985,episode_0010_20260410_011209_792025:2,episode_0011_20260410_011228_856135:2,pick up the black bowl from table center and place it on the plate,0.9864434599876404,18,17,False,0.18523280322551727,0.07157830148935318
cross_0.985,episode_0007_20260410_011103_871596:5,episode_0005_20260410_011022_801344:5,pick up the black bowl next to the ramekin and place it on the plate,0.9865273237228394,18,17,False,0.08371756225824356,0.09340137988328934
cross_0.985,episode_0025_20260410_011714_535001:0,episode_0029_20260410_011847_472194:0,pick up the black bowl on the ramekin and place it on the plate,0.986771285533905,18,17,False,0.1428259164094925,0.012776905670762062
cross_0.985,episode_0028_20260410_011829_055003:0,episode_0027_20260410_013453_070393:0,pick up the black bowl on the ramekin and place it on the plate,0.9862857460975647,18,17,False,0.08581162244081497,0.033995162695646286
cross_0.985,episode_0026_20260410_011732_851293:0,episode_0029_20260410_011847_472194:0,pick up the black bowl on the ramekin and place it on the plate,0.9879961013793945,18,17,False,0.11053299903869629,0.01847093738615513
cross_0.985,episode_0031_20260410_011933_301436:5,episode_0030_20260410_011910_031319:5,pick up the black bowl next to the cookie box and place it on the plate,0.9867458343505859,18,15,False,0.0875571146607399,0.07692614942789078
cross_0.985,episode_0045_20260410_012503_265735:4,episode_0049_20260410_012633_991054:4,pick up the black bowl on the wooden cabinet and place it on the plate,0.9866557121276855,18,16,False,0.12321058660745621,0.08874072134494781
cross_0.985,episode_0010_20260410_011209_792025:1,episode_0011_20260410_011228_856135:1,pick up the black bowl from table center and place it on the plate,0.9868248105049133,19,18,False,0.12663429975509644,0.03918641433119774
cross_0.985,episode_0009_20260410_011147_027725:2,episode_0006_20260410_011042_393597:2,pick up the black bowl next to the ramekin and place it on the plate,0.9859015345573425,19,18,False,0.17485411465168,0.09693270921707153
cross_0.985,episode_0007_20260410_011103_871596:4,episode_0005_20260410_011022_801344:4,pick up the black bowl next to the ramekin and place it on the plate,0.9869522452354431,19,18,False,0.052021611481904984,0.07753312587738037
cross_0.985,episode_0021_20260410_011542_077616:5,episode_0022_20260410_011605_263672:5,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,0.9857423901557922,19,17,False,0.20291255414485931,0.10782194137573242
cross_0.985,episode_0031_20260410_011933_301436:4,episode_0030_20260410_011910_031319:4,pick up the black bowl next to the cookie box and place it on the plate,0.9869332909584045,19,16,False,0.10434287786483765,0.06927340477705002
cross_0.985,episode_0032_20260410_011958_314386:5,episode_0030_20260410_011910_031319:5,pick up the black bowl next to the cookie box and place it on the plate,0.9850041270256042,19,15,False,0.083009734749794,0.11878098547458649
cross_0.985,episode_0045_20260410_012503_265735:3,episode_0049_20260410_012633_991054:3,pick up the black bowl on the wooden cabinet and place it on the plate,0.9866119027137756,19,17,False,0.13685734570026398,0.08645860105752945
cross_0.985,episode_0010_20260410_011209_792025:0,episode_0011_20260410_011228_856135:1,pick up the black bowl from table center and place it on the plate,0.9857667088508606,20,18,False,0.318743497133255,0.056070663034915924
cross_0.985,episode_0009_20260410_011147_027725:1,episode_0006_20260410_011042_393597:1,pick up the black bowl next to the ramekin and place it on the plate,0.985741138458252,20,19,False,0.10811453312635422,0.08692550659179688
cross_0.985,episode_0007_20260410_011103_871596:3,episode_0005_20260410_011022_801344:3,pick up the black bowl next to the ramekin and place it on the plate,0.9874069690704346,20,19,False,0.04295695573091507,0.06091252341866493
cross_0.985,episode_0030_20260410_011910_031319:0,episode_0034_20260410_012039_100030:0,pick up the black bowl next to the cookie box and place it on the plate,0.9853990077972412,20,19,False,0.21381781995296478,0.025360044091939926
cross_0.985,episode_0021_20260410_011542_077616:4,episode_0022_20260410_011605_263672:4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,0.9857869148254395,20,18,False,0.0795215591788292,0.10139857977628708
cross_0.985,episode_0031_20260410_011933_301436:3,episode_0030_20260410_011910_031319:3,pick up the black bowl next to the cookie box and place it on the plate,0.9867184162139893,20,17,False,0.06964871287345886,0.06780989468097687
cross_0.985,episode_0032_20260410_011958_314386:4,episode_0030_20260410_011910_031319:4,pick up the black bowl next to the cookie box and place it on the plate,0.9853173494338989,20,16,False,0.055052198469638824,0.11319593340158463
cross_0.985,episode_0039_20260410_012242_511766:6,episode_0038_20260410_012213_950266:6,pick up the black bowl on the stove and place it on the plate,0.986463189125061,20,19,False,0.34042370319366455,0.07136964052915573
cross_0.985,episode_0045_20260410_012503_265735:2,episode_0049_20260410_012633_991054:2,pick up the black bowl on the wooden cabinet and place it on the plate,0.9874354600906372,20,18,False,0.10423605144023895,0.05418877303600311
cross_0.985,episode_0007_20260410_011103_871596:2,episode_0005_20260410_011022_801344:2,pick up the black bowl next to the ramekin and place it on the plate,0.9877901673316956,21,20,False,0.04883939400315285,0.04400976002216339
cross_0.985,episode_0021_20260410_011542_077616:3,episode_0022_20260410_011605_263672:3,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,0.9858303070068359,21,19,False,0.06304848194122314,0.09465870261192322
cross_0.985,episode_0031_20260410_011933_301436:2,episode_0030_20260410_011910_031319:2,pick up the black bowl next to the cookie box and place it on the plate,0.9869902729988098,21,18,False,0.11404433846473694,0.05908659100532532
cross_0.985,episode_0032_20260410_011958_314386:3,episode_0033_20260410_012019_825828:3,pick up the black bowl next to the cookie box and place it on the plate,0.9851166009902954,21,17,False,0.10578380525112152,0.1329774260520935
cross_0.985,episode_0037_20260410_012148_210072:3,episode_0036_20260410_012124_203616:3,pick up the black bowl on the stove and place it on the plate,0.9858475923538208,21,19,False,0.14170876145362854,0.0810341015458107
cross_0.985,episode_0039_20260410_012242_511766:5,episode_0038_20260410_012213_950266:5,pick up the black bowl on the stove and place it on the plate,0.9867556095123291,21,20,False,0.0445513017475605,0.08013421297073364
cross_0.985,episode_0045_20260410_012503_265735:1,episode_0049_20260410_012633_991054:1,pick up the black bowl on the wooden cabinet and place it on the plate,0.9875351786613464,21,19,False,0.130605548620224,0.03088293969631195
cross_0.985,episode_0047_20260410_012550_633036:2,episode_0049_20260410_012633_991054:2,pick up the black bowl on the wooden cabinet and place it on the plate,0.9859081506729126,21,18,False,0.10527531057596207,0.11410176753997803
cross_0.985,episode_0005_20260410_011022_801344:0,episode_0009_20260410_011147_027725:0,pick up the black bowl next to the ramekin and place it on the plate,0.9855737090110779,22,21,False,0.12536175549030304,0.04952143132686615
cross_0.985,episode_0007_20260410_011103_871596:1,episode_0005_20260410_011022_801344:1,pick up the black bowl next to the ramekin and place it on the plate,0.9878698587417603,22,21,False,0.061039842665195465,0.03520097956061363
cross_0.985,episode_0021_20260410_011542_077616:2,episode_0022_20260410_011605_263672:2,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,0.9861130118370056,22,20,False,0.08863236010074615,0.07948680967092514
cross_0.985,episode_0031_20260410_011933_301436:1,episode_0030_20260410_011910_031319:1,pick up the black bowl next to the cookie box and place it on the plate,0.9869774580001831,22,19,False,0.09434881061315536,0.062299780547618866
cross_0.985,episode_0024_20260410_011654_131430:3,episode_0020_20260410_011517_357608:3,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,0.9852639436721802,22,20,False,0.13019932806491852,0.10835420340299606
cross_0.985,episode_0032_20260410_011958_314386:2,episode_0033_20260410_012019_825828:2,pick up the black bowl next to the cookie box and place it on the plate,0.986068606376648,22,18,False,0.07716389745473862,0.10335586220026016
cross_0.985,episode_0037_20260410_012148_210072:2,episode_0035_20260410_012102_164484:2,pick up the black bowl on the stove and place it on the plate,0.986223578453064,22,20,False,0.15126805007457733,0.07056470215320587
cross_0.985,episode_0039_20260410_012242_511766:4,episode_0038_20260410_012213_950266:4,pick up the black bowl on the stove and place it on the plate,0.9868687987327576,22,21,False,0.04699866846203804,0.0756118893623352
cross_0.985,episode_0047_20260410_012550_633036:1,episode_0049_20260410_012633_991054:1,pick up the black bowl on the wooden cabinet and place it on the plate,0.986646294593811,22,19,False,0.1993875354528427,0.07493432611227036
cross_0.985,episode_0007_20260410_011103_871596:0,episode_0005_20260410_011022_801344:1,pick up the black bowl next to the ramekin and place it on the plate,0.9862053394317627,23,21,False,0.17194102704524994,0.06741741299629211
cross_0.985,episode_0021_20260410_011542_077616:1,episode_0022_20260410_011605_263672:1,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,0.9865037202835083,23,21,False,0.12009964138269424,0.047908104956150055
cross_0.985,episode_0031_20260410_011933_301436:0,episode_0034_20260410_012039_100030:0,pick up the black bowl next to the cookie box and place it on the plate,0.9870994091033936,23,19,False,0.20636658370494843,0.03837638348340988
cross_0.985,episode_0024_20260410_011654_131430:2,episode_0020_20260410_011517_357608:2,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,0.9867478609085083,23,21,False,0.10798389464616776,0.07049024105072021
cross_0.985,episode_0032_20260410_011958_314386:1,episode_0030_20260410_011910_031319:1,pick up the black bowl next to the cookie box and place it on the plate,0.9853456020355225,23,19,False,0.11954177170991898,0.09795031696557999
cross_0.985,episode_0037_20260410_012148_210072:1,episode_0035_20260410_012102_164484:1,pick up the black bowl on the stove and place it on the plate,0.9863518476486206,23,21,False,0.11380984634160995,0.05174444243311882
cross_0.985,episode_0039_20260410_012242_511766:3,episode_0038_20260410_012213_950266:4,pick up the black bowl on the stove and place it on the plate,0.9870521426200867,23,21,False,0.09648453444242477,0.06755447387695312
cross_0.985,episode_0047_20260410_012550_633036:0,episode_0049_20260410_012633_991054:1,pick up the black bowl on the wooden cabinet and place it on the plate,0.9862067103385925,23,19,False,0.26439058780670166,0.07049308717250824
cross_0.985,episode_0021_20260410_011542_077616:0,episode_0022_20260410_011605_263672:0,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,0.9858953952789307,24,22,False,0.1485082060098648,0.05119192600250244
cross_0.985,episode_0024_20260410_011654_131430:1,episode_0020_20260410_011517_357608:1,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,0.9878838062286377,24,22,False,0.09692445397377014,0.0377018079161644
cross_0.985,episode_0032_20260410_011958_314386:0,episode_0033_20260410_012019_825828:1,pick up the black bowl next to the cookie box and place it on the plate,0.9852718114852905,24,19,False,0.19777564704418182,0.060623787343502045
cross_0.985,episode_0039_20260410_012242_511766:2,episode_0038_20260410_012213_950266:3,pick up the black bowl on the stove and place it on the plate,0.9869922399520874,24,22,False,0.07086856663227081,0.07254049926996231
cross_0.985,episode_0046_20260410_012526_676266:0,episode_0048_20260410_012613_367191:0,pick up the black bowl on the wooden cabinet and place it on the plate,0.9863806962966919,24,22,False,0.23936934769153595,0.04697456210851669
cross_0.985,episode_0024_20260410_011654_131430:0,episode_0020_20260410_011517_357608:0,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,0.9875376224517822,25,23,False,0.12042488157749176,0.012629324570298195
